제목,방송 기간,방송 시간,방송 횟수,장르,채널,방송 시작
도롱뇽도사와그림자조작단, 2012년 1월 27일 ~ 2012년 3월 30일, 금요일 밤 11시 5분 ~ 12시 15분, 10부작, 시추에이션 코미디 드라마음악 드라마 음악 드라마 음악, SBS TV,2012-01-27 00:00:00
네이웃의아내, 2013년 10월 14일 ~ 2013년 12월 24일," 매주 월요일, 화요일 밤 9시 45분 ~", 22부작, 텔레비전 드라마   , JTBC,2013-10-14 00:00:00
사랑은기적이필요해, 2005년 10월 5일 ~ 2005년 12월 8일," 수요일, 목요일 밤 (시간) 9시 55분 ~ 11시 5분", 20부작, 드라마, SBS,2005-10-05 00:00:00
연애의기초, 1995년 11월 6일 ~ 1995년 12월 26일," 매주 월,화 밤 9시 50분", 16부작, 드라마, MBC,1995-11-06 00:00:00
무인시대, 2003년 2월 8일 ~ 2004년 8월 15일," 토요일, 일요일 밤 (시간) 9시 45분 -10시 10분", 158부작, 사극, KBS1,2003-02-08 00:00:00
일출봉, 1992년 2월 12일 ~ 1992년 10월 29일, 매주 수·목요일 밤 9시 45분, 72부작, 텔레비전 드라마, 문화방송,1992-02-12 00:00:00
신의, 2012년 8월 13일 ~ 2012년 10월 30일," 월요일, 화요일 밤 9시 55분", 24부작, 판타지 사극, SBS TV,2012-08-13 00:00:00
보디가드, 2003년 7월 5일 ~ 2003년 9월 14일," 토요일, 일요일 저녁 7시 50분 ~ 밤 8시 50분", 22부작, 텔레비전 드라마, KBS 2TV,2003-07-05 00:00:00
천상의약속, 2016년 2월 1일 ~ 2016년 6월 24일, 월요일 ~ 금요일 저녁 7시 50분 ~ 8시 30분, 102부작, 드라마, KBS 2TV,2016-02-01 00:00:00
내안의천사, 1997년 1월 6일 ~ 1997년 2월 25일, , 16부작, 드라마, KBS 2TV,1997-01-06 00:00:00
열여덟의순간, 2019년 7월 22일 ~ 2019년 9월 10일," 매주 월요일, 화요일 밤 9시 30분", 16부작, 드라마, JTBC,2019-07-22 00:00:00
얼마나좋길래, 2006년 7월 3일 ~ 2006년 12월 29일, 월 ~ 금 오후 8시 20분월 ~ 금 오후 7시 45분2006년 11월 6일~, 125부작, 드라마, MBC,2006-07-03 00:00:00
로즈마리, 2003년 10월 29일 ~ 2003년 12월 25일," 수요일, 목요일 밤 (시간) 9시 50분 ~ 11시", 18부작," 멜로, 휴먼", KBS 제2TV,2003-10-29 00:00:00
가시나무새, 2011년 3월 2일 ~ 2011년 5월 5일," 수요일, 목요일 오후 9시 55분", 20부작," 텔레비전 드라마, 통속극 드라마 음악 드라마 음악 드라마 음악 드라마 음악", KBS 제2TV,2011-03-02 00:00:00
스파이명월, 2011년 7월 11일 ~ 2011년 9월 6일," 월요일, 화요일 밤 9시 55분 ~ 11시 5분", 18부작 + 스페셜 1부작," 액션, 텔레비전 드라마 드라마음악", KBS 2TV,2011-07-11 00:00:00
내사랑나비부인, 2012년 10월 6일 ~ 2013년 4월 7일," 토요일, 일요일 밤 8시 40분", 51부작, 텔레비전 드라마, SBS,2012-10-06 00:00:00
2009외인구단, 2009년 5월 2일 ~ 2009년 6월 21일," 토요일 밤 10시 50분
일요일 밤 10시 40분", 16부작, 텔레비전 드라마 드라마음악, MBC,2009-05-02 00:00:00
바람은불어도, 1995년 4월 3일 ~ 1996년 3월 29일, 월요일 ~ 금요일 밤 (시간) 8시 30분 ~ 9시, 245부작, 드라마, 한국방송공사,1995-04-03 00:00:00
물보라, 1984년 8월 6일 ~ 1984년 12월 27일," 매주 월 ~ 금요일 밤 9시 45분
매주 수 · 목요일 밤 9시 45분", 75부작, 텔레비전 드라마, 문화방송,1984-08-06 00:00:00
초원에뜨는별, 1985년 11월 16일 ~ 1986년 2월 9일," 토, 일요일 오후 7시 50분", 38부작, 드라마, KBS2,1985-11-16 00:00:00
운명처럼널사랑해, 2014년 7월 2일 ~ 2014년 9월 4일," 수요일, 목요일 밤 (시간) 10시", 20부작, 로맨틱 코미디, MBC TV,2014-07-02 00:00:00
밤을걷는선비, 2015년 7월 8일 ~ 2015년 9월 10일," 매주 수요일, 목요일 밤 10시", 20부작," 시대극, 판타지, 로맨스, 드라마 드라마음악, 발라드 (대중 음악) 드라마음악, 발라드 (대중 음악) 드라마음악, 발라드 (대중 음악) 드라마음악, 발라드 (대중 음악) 드라마음악, 발라드 (대중 음악) 드라마음악, 발라드 (대중 음악)", MBC TV,2015-07-08 00:00:00
가을소나기, 2005년 9월 21일 ~ 2005년 11월 10일, 매주 수·목요일 저녁 9시 55분, 16부작, 텔레비전 드라마, 문화방송,2005-09-21 00:00:00
아빠의수염, 1981년 10월 10일 ~ 1981년 12월 6일, 매주 토 · 일요일 저녁 7시 10분 ~ 8시, 17부작, 텔레비전 드라마, 문화방송,1981-10-10 00:00:00
학교2017, 2017년 7월 17일 ~ 2017년 9월 5일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 16부작, 학교 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, KBS 2TV,2017-07-17 00:00:00
마녀의연애, 2014년 4월 14일 ~ 2014년 6월 10일," 월요일, 화요일 밤 11시", 16부작, 로맨스, tvN,2014-04-14 00:00:00
나쁜형사, 2018년 12월 3일 ~ 2019년 1월 29일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 32부작," 범죄, 수사, 서스펜스", MBC TV,2018-12-03 00:00:00
야상곡, 1981년 12월 19일 ~ 1982년 2월 21일, 매주 토 · 일요일 저녁 7시 10분 ~ 8시, 20부작, 텔레비전 드라마, 문화방송,1981-12-19 00:00:00
포레스트, 2020년 1월 29일 ~ 2020년 3월 19일," 매주 수요일, 목요일 밤 10시 ~ 11시 10분", 32부작," 메디컬, 로맨스", KBS 2TV,2020-01-29 00:00:00
매리는외박중, 2010년 11월 8일 ~ 2010년 12월 28일," 월요일, 화요일 밤 9:55 ~ 11:05", 16부작, 텔레비전 드라마, KBS 제2TV,2010-11-08 00:00:00
사랑을위하여, 1992년 10월 17일 ~ 1993년 4월 25일," 토요일, 일요일 밤 (시간) 7시 50분 ~ 8시 50분", 56부작, 드라마, KBS2,1992-10-17 00:00:00
빙점, 2004년 10월 4일 ~ 2005년 1월 8일, 월요일 ~ 토요일 오전 9시 ~ 9시 30분, 82부작, 드라마, 문화방송,2004-10-04 00:00:00
장미울타리, 2003년 6월 2일 ~ 2003년 10월 11일, 매주 월~토 오전 9시 ~ 9시 30분, 113부작, 텔레비전 드라마, KBS 제2TV,2003-06-02 00:00:00
도깨비, 2016년 12월 2일 ~ 2017년 1월 21일, 매주 금 · 토요일 밤 8시, 16부작 + 스페셜 3부작 (전 19부작)," 판타지, 연애, 코미디, 텔레비전 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", tvN,2016-12-02 00:00:00
내사위의여자, 2016년 1월 4일~ 2016년 6월 17일, 월요일 ~ 금요일 오전 8시 30분 ~ 9시 10분, 120부작, 드라마, SBS TV,2016-01-04 00:00:00
사랑하고싶다, 2006년 2월 27일 ~ 2006년 7월 29일, 월요일 ~ 토요일 오전 8시 30분 ~ 9시, 128부작," 드라마, 멜로", SBS TV,2006-02-27 00:00:00
겨울이야기, 1991년 1월 7일 ~ 1991년 2월 26일, 매주 월 · 화요일 저녁 9시 55분, 16부작, 텔레비전 드라마, 문화방송,1991-01-07 00:00:00
황금물고기, 2010년 5월 3일 ~ 2010년 11월 11일, 월요일 ~ 금요일 밤 (시간) 8시 15분 ~ 8시 55분, 133부작, 텔레비전 드라마, MBC TV,2010-05-03 00:00:00
천사의선택, 1989년 9월 18일 ~ 1989년 10월 10일, 매주 월·화요일 밤 9시 50분 ~ 10시 50분, 8부작, 텔레비전 드라마, 문화방송,1989-09-18 00:00:00
째즈, 1995년 9월 6일 ~ 1995년 10월 26일," 매주 수,목 밤 9시 50분", 16부작, 드라마, 서울방송,1995-09-06 00:00:00
너무한낮의연애, 2018년 10월 5일, , 1부작, 텔레비전 드라마, KBS 2TV,2018-10-05 00:00:00
사랑은아무나하나, 2009년 3월 7일 ~ 2009년 8월 23일," 토, 일 오후 8시 50분", 50부작, 텔레비전 드라마 드라마음악, SBS,2009-03-07 00:00:00
근초고왕, 2010년 11월 6일 ~ 2011년 5월 29일, 한국방송공사 대하드라마, 60부작, 사극 사운드트랙, KBS 제1TV,2010-11-06 00:00:00
진심이닿다, 2019년 2월 6일 ~ 2019년 3월 28일," 수요일, 목요일 밤 9시 30분 ~ 10시 50분", 16부작, 텔레비전 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, tvN,2019-02-06 00:00:00
마녀의법정, 2017년 10월 9일 ~ 2017년 11월 28일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 16부작," 범죄, 미스터리, 추리, 법률", KBS 2TV,2017-10-09 00:00:00
남자를믿었네, 2011년 2월 28일 ~ 2011년 6월 3일, 월요일 ~ 금요일 밤 (시간) 8시 15분 ~ 8시 55분, 69부작, 텔레비전 드라마, MBC TV,2011-02-28 00:00:00
맹가네전성시대, 2002년 10월 26일 ~ 2003년 2월 23일, 매주 토·일요일 저녁 7시 55분, 36부작, 홈드라마, 문화방송,2002-10-26 00:00:00
못잊어, 1982년 10월 23일 ~ 1983년 4월 3일, 매주 토 · 일요일 저녁 7시 10분 ~ 8시, 46부작, 텔레비전 드라마, 문화방송,1982-10-23 00:00:00
라이벌, 2002년 8월 3일 ~ 2002년 10월 6일," 매주 토,일 밤 9시 45분", 20부작, 드라마, SBS,2002-08-03 00:00:00
왕의여자, 2003년 10월 6일 ~ 2004년 3월 2일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 10시 55분", 42부작, 대하사극, SBS,2003-10-06 00:00:00
파천무, 1990년 4월 2일 ~ 1990년 10월 30일, , 50부작, 텔레비전 드라마, KBS 2TV,1990-04-02 00:00:00
언제나봄날, 2016년 10월 31일 ~ 2017년 4월 21일, 월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분, 122부작, 드라마, MBC TV,2016-10-31 00:00:00
난네게반했어, 2008년 4월 21일 ~ 2008년 10월 18일, 월~토 오전 9시 ~ 9시 30분, 156부작, 텔레비전 드라마, KBS 2TV,2008-04-21 00:00:00
쇼핑왕루이, 2016년 9월 21일 ~ 2016년 11월 10일," 매주 수, 목 밤 10시 ~ 11시 10분", 16부작, 드라마, MBC TV,2016-09-21 00:00:00
꽃할배수사대, 2014년 5월 9일 ~ 2014년 7월 25일, 금요일 밤 9시 50분, 12부작, 드라마 , tvN,2014-05-09 00:00:00
남풍, 1978년 1월 30일 ~ 1978년 4월 7일, 월요일 ~ 금요일 밤 (시간) 8시 20분 ~ 8시 40분, , 드라마, MBC TV,1978-01-30 00:00:00
성녀와마녀, 2003년 9월 22일 ~ 2004년 4월 24일, 매주 월 ~ 토요일 오전 9시, 183부작, 텔레비전 드라마, 문화방송,2003-09-22 00:00:00
가을동화, 2000년 9월 18일 ~ 2000년 11월 7일," 월, 화요일 오후 9시 55분", 16부작, 휴먼 멜로 드라마, KBS 2TV KBS W,2000-09-18 00:00:00
해변으로가요, 2005년 7월 30일 ~ 2005년 9월 11일," 매주 토,일 밤 10시", 14부작, 텔레비전 드라마, SBS TV,2005-07-30 00:00:00
시티헌터, 2011년 5월 25일 ~ 2011년 7월 28일," 수요일, 목요일 오후 9시 55분", 20부작," 액션, 로맨스, 복수극        ", SBS,2011-05-25 00:00:00
라인강의철십자, , , , , ,unknown
저푸른초원위에, 2003년 1월 4일 ~ 2003년 6월 29일," 토요일, 일요일 저녁 7시 50분 ~ 밤 8시 50분", 52부작, 드라마, KBS 2TV,2003-01-04 00:00:00
은하수를아시나요, 1991년 12월 14일 ~ 1992년 4월 26일, 본문 참고, 60부작, 드라마, SBS (구 서울방송),1991-12-14 00:00:00
파도, 1999년 4월 24일 ~ 1999년 12월 26일," 매주 토,일 밤 8시 45분", 72부작, 드라마, SBS,1999-04-24 00:00:00
키스먼저할까요, 2018년 2월 20일 ~ 2018년 4월 24일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 40부작, 멜로, SBS,2018-02-20 00:00:00
사랑찬가, 2005년 5월 14일 ~ 2005년 10월 2일," 토, 일 오후 7시 55분", 41부작, 텔레비전 드라마, MBC,2005-05-14 00:00:00
반의반, 2020년 3월 23일 ~ 2020년 4월 28일," 매주 월요일, 화요일 밤 9시", 12부작, 멜로, tvN,2020-03-23 00:00:00
나쁜여자착한여자, 2007년 1월 1일 ~ 2007년 7월 13일, 월요일 ~ 금요일 저녁 7시 45분 ~ 8시 20분, 140부작, 드라마, MBC,2007-01-01 00:00:00
친애하는기타여러분, 1993년 10월 6일 ~ 1994년 2월 24일," 수요일, 목요일 밤 (시간) 8시 50분 ~ 9시 45분", 41부작, 드라마, 서울방송,1993-10-06 00:00:00
하트투하트, 2015년 1월 9일 ~ 2015년 3월 7일," 금요일, 토요일 밤 8시 30분", 16부작, 로맨스, tvN,2015-01-09 00:00:00
귀부인, 2014년 1월 13일 ~ 2014년 7월 4일, 매주 평일 밤 8:15 ~ 8:55, 114부작, 드라마 · 연속극, JTBC,2014-01-13 00:00:00
피리부는사나이, 2016년 3월 7일 ~ 2016년 4월 26일, tvN 월화드라마, 16부작, 드라마, tvN,2016-03-07 00:00:00
위험한여자, 2011년 10월 10일 ~ 2012년 3월 30일, 월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분, 124부작, 텔레비전 드라마, MBC TV,2011-10-10 00:00:00
선물, 2002년 2월 27일 ~ 2002년 4월 25일," 수, 목 오후 9시 55분 ~", 18부작, 드라마, MBC,2002-02-27 00:00:00
"미치겠다,너땜에!", 2018년 5월 7일 ~ 2018년 5월 8일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 4부작, 로맨스, MBC TV,2018-05-07 00:00:00
해빙, 1983년 1월 8일 ~ 1983년 3월 27일," 토, 일요일 오후 7시 50분", 24부작, 드라마, KBS2,1983-01-08 00:00:00
갈대, 1974년 10월 28일 ~ 1975년 5월 31일, 매일 밤 9시 20분, 173부작, 멜로, MBC,1974-10-28 00:00:00
루루공주, 2005년 7월 27일 ~ 2005년 9월 29일, 매주 수~목 밤 9시 55분, 20부작, 드라마, SBS,2005-07-27 00:00:00
그대그리고나, 1997년 10월 11일 ~ 1998년 4월 26일," 토요일, 일요일 밤 (시간) 8시 ~ 9시", 58부작, 드라마 드라마음악, 문화방송,1997-10-11 00:00:00
아이두아이두, 2012년 5월 30일 ~ 2012년 7월 19일," 수요일, 목요일 오후 9시 55분", 16부작, 로맨스, MBC TV(지상파),2012-05-30 00:00:00
사랑했나봐, 2012년 10월 15일 ~ 2013년 5월 3일, 월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분, 144부작, 텔레비전 드라마 · 연속극, MBC TV,2012-10-15 00:00:00
위풍당당그녀, 2003년 3월 12일 ~ 2003년 5월 8일, 매주 수 · 목요일 밤 9시 55분, 17부작,, MBC TV,2003-03-12 00:00:00
은희, 2013년 6월 24일 ~ 2014년 1월 3일, 월요일 ~ 금요일 오전 9시 ~ 9시 40분, 140부작, 텔레비전 드라마 · 소설, KBS 2TV,2013-06-24 00:00:00
달콤한인생, 1996년 4월 29일 ~ 1996년 10월 19일, 매주 월~토요일 오전 9시 ~ 9시 25분, , 텔레비전 드라마, 문화방송,1996-04-29 00:00:00
품위있는그녀, 2017년 6월 16일 ~ 2017년 8월 19일," 매주 금요일, 토요일 밤 (시간) 11시", 20부작, 텔레비전 드라마, JTBC,2017-06-16 00:00:00
별난며느리, 2015년 8월 17일 ~ 2015년 9월 22일," 월요일, 화요일 밤 (시간) 10시 ~ 11시 5분", 12부작," 코미디, 가족", KBS 2TV,2015-08-17 00:00:00
결혼합시다, 2005년 10월 8일 ~ 2006년 4월 2일," 토, 일 저녁 7시 55분", 51부작, 텔레비전 드라마, 문화방송,2005-10-08 00:00:00
선택, 2004년 8월 2일 ~ 2005년 1월 22일, 오전 8시 30분, 146부작, 드라마, SBS,2004-08-02 00:00:00
더킹투하츠, 2012년 3월 21일 ~ 2012년 5월 24일," 수요일, 목요일 밤 9시 55분 ~ 밤 11시 15분", 20부작, 휴먼 멜로 블랙 코미디 드라마 드라마 드라마 드라마 드라마, MBC TV,2012-03-21 00:00:00
세상끝까지, 1998년 4월 6일 ~ 1998년 5월 26일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 10시 55분", 16부작, 드라마, 문화방송,1998-04-06 00:00:00
하이에나, 2020년 2월 21일 ~ 2020년 4월 11일," 매주 금요일, 토요일 밤 10:00 ~ 11:10", 16부작," 법률, 음악", SBS TV,2020-02-21 00:00:00
마이더스, 2011년 2월 22일 ~ 2011년 5월 3일, SBS 월화 드라마, 21부작," 경제, 비즈니스      ", SBS TV,2011-02-22 00:00:00
열정, 2004년 4월 26일 ~ 2004년 10월 2일, 매주 월 ~ 토요일 오전 9시, 135부작, 텔레비전 드라마, 문화방송,2004-04-26 00:00:00
1%의어떤것, 2016년 10월 5일 ~ 2016년 11월 24일2019년 5월 13일 ~, 수요일 목요일 밤 9시월요일 화요일 오후 3시, 16부작, 텔레비전 드라마," 드라맥스, 라이프타임 (텔레비전 네트워크)",2016-10-05 00:00:00
신의퀴즈4, 2014년 5월 18일 ~ 2014년 8월 3일, 일요일 밤 11시, 12부작," 의학수사물, 텔레비전 드라마 드라마음악 드라마음악", OCN (방송),2014-05-18 00:00:00
미스터션샤인, 2018년 7월 7일 ~ 2018년 9월 30일, 매주 토 · 일요일 밤 9시, 24부작," 시대극, 멜로드라마, 연애, 텔레비전 드라마", tvN,2018-07-07 00:00:00
올인, 2003년 1월 15일 ~ 2003년 4월 3일," 매주 수, 목 밤 9시 55분", 24부작," 액션, 도박, 멜로", SBS TV,2003-01-15 00:00:00
성난얼굴로돌아보라, 2000년 2월 28일 ~ 2000년 4월 18일," 월,화 오후 9시 50분", 16부작, 드라마, 한국방송공사,2000-02-28 00:00:00
스타의연인, 2008년 12월 10일 ~ 2009년 2월 12일," 수요일, 목요일 밤 (시간) SBS 월화 드라마", 20부작, 텔레비전 드라마, SBS TV,2008-12-10 00:00:00
모범택시, 2008년 12월 10일 ~ 2009년 2월 12일," 수요일, 목요일 밤 (시간) SBS 월화 드라마", 20부작, 텔레비전 드라마, SBS TV,2008-12-10 00:00:00
세번째남자, 1997년 3월 3일 ~ 1997년 8월 29일, 월요일 ~ 금요일 밤 (시간) 8시 25분 ~ 9시, 124부작, 드라마, 문화방송,1997-03-03 00:00:00
연인, 1997년 3월 3일 ~ 1997년 8월 29일, 월요일 ~ 금요일 밤 (시간) 8시 25분 ~ 9시, 124부작, 드라마, 문화방송,1997-03-03 00:00:00
광고천재이태백, 2013년 2월 4일 ~ 2013년 3월 26일," 월요일, 화요일 밤 9시 55분", 16부작, 텔레비전 드라마 드라마음악 드라마음악 드라마음악 드라마음악, KBS 2TV,2013-02-04 00:00:00
달콤살벌패밀리, 2015년 11월 18일 ~ 2016년 1월 14일," 매주 수요일, 목요일 밤 9시 55분", 16부작, 드라마, MBC TV,2015-11-18 00:00:00
꽃피는봄이오면, 2007년 1월 15일 ~ 2007년 3월 13일," 월, 화 밤 9시 55분", 16부작, 드라마, KBS 2TV,2007-01-15 00:00:00
천국보다낯선, 2006년 7월 31일 ~ 2006년 9월 19일, 매주 월 · 화요일 밤 10시, 16부작," 로맨스, 드라마 드라마음악", SBS TV,2006-07-31 00:00:00
가을에만난남자, 2001년 10월 17일 ~ 2001년 12월 20일, 매주 수·목요일 저녁 9시 55분, 20부작, 텔레비전 드라마, 문화방송,2001-10-17 00:00:00
그녀는예뻤다, 2015년 9월 16일 ~ 2015년 11월 11일," 매주 수요일, 목요일 밤 9시 55분", 16부작, 드라마, MBC TV,2015-09-16 00:00:00
육남매, 1998년 2월 4일 ~ 1999년 12월 17일," 매주 수, 목 밤 9시 55분
→ 금요일 저녁 7시 25분", 100부작, 드라마, 문화방송,1998-02-04 00:00:00
너희들은포위됐다, 2014년 5월 7일 ~ 2014년 7월 17일," 수요일, 목요일 밤 10시 ~ 11시 15분", 20부작 + 스페셜 1부작," 로맨스, 청춘, 범죄, 수사, 긴급 서비스", SBS,2014-05-07 00:00:00
리턴, 2018년 1월 17일 ~ 2018년 3월 22일," 매주 수요일, 목요일 밤 10:00 ~ 11:10", 34부작," 범죄, 서스펜스", SBS TV,2018-01-17 00:00:00
미세스캅2, 2016년 3월 5일 ~ 2016년 5월 8일," 토요일, 일요일 밤 (시간) 9시 55분 ~ 11시 10분", 20부작," 수사물, 범죄, 서스펜스", SBS,2016-03-05 00:00:00
결혼의여신, 2013년 6월 29일 ~ 2013년 10월 27일," 토요일, 일요일 밤 (시간) 9시 55분 ~ 11시 15분", 36부작," 가족, 막장", SBS,2013-06-29 00:00:00
무당, 1994년 5월 25일 ~ 1994년 7월 14일," 수요일, 목요일 밤 (시간) 9시 50분", 16부작, 드라마, KBS 2TV,1994-05-25 00:00:00
며느리삼국지, 1996년 2월 5일 ~ 1996년 8월 16일, , 139부작, 텔레비전 드라마, KBS 2TV,1996-02-05 00:00:00
살맛납니다, 2009년 10월 26일 ~ 2010년 4월 30일, 월요일 ~ 금요일 밤 (시간) 8시 15분 ~ 8시 55분, 133부작, 텔레비전 드라마, MBC TV,2009-10-26 00:00:00
사랑의종말, 1990년 1월 10일 ~ 1990년 4월 26일, 수~목 오후 9시 50분 ~ 10시 50분, 31회, 텔레비전 드라마, 문화방송,1990-01-10 00:00:00
사이코메트리그녀석, 2019년 3월 11일 ~ 2019년 4월 30일, , 16부작, 텔레비전 드라마, tvN,2019-03-11 00:00:00
전설의고향-1997년, 1997년 7월 12일 ~ 1997년 10월 5일, , 26부작, 텔레비전 드라마, KBS 2TV,1997-07-12 00:00:00
이태원클라쓰, 2020년 1월 31일 ~ 2020년 3월 21일," 매주 금요일, 토요일 밤 10시 50분 ~ 12시 30분", 16부작," 드라마, 로맨스 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", JTBC,2020-01-31 00:00:00
결혼의법칙, 2001년 4월 23일 ~ 2001년 11월 2일, 월요일 ~ 금요일 밤 (시간) 8시 20분 ~ 8시 55분, 136부작, 드라마, MBC,2001-04-23 00:00:00
닥터스, 2016년 6월 20일 ~ 2016년 8월 23일," 월요일, 화요일 밤 10시 ~ 11시 10분", 20부작," 메디컬, 휴머니즘, 로맨스", SBS TV,2016-06-20 00:00:00
민들레가족, 2010년 1월 30일 ~ 2010년 7월 25일," 매주 토, 일 저녁 7시 55분", 50부작, 텔레비전 드라마, MBC,2010-01-30 00:00:00
그여자, 1990년 5월 2일 ~ 1990년 12월 27일," 매주 수,목 밤 9시 55분", 68부작, 드라마, MBC,1990-05-02 00:00:00
벼랑위의사람들, 1980년 3월 10일 ~ 1980년 9월 6일, 매주 월 ~ 토요일 밤 8시 20분 ~ 8시 50분, , 드라마, KBS 1TV,1980-03-10 00:00:00
사랑은못말려, 1993년 5월 10일 ~ 1993년 12월 31일, 월요일 ∼ 금요일 밤 (시간) 8시 55분, , 드라마, KBS 2TV,1993-05-10 00:00:00
대풍수, 2012년 10월 10일 ~ 2013년 2월 7일," 수요일, 목요일 밤 9시 55분 ~ 밤 11시 5분", 35부작," 팩션사극, 미스터리     ", SBS,2012-10-10 00:00:00
조선총잡이, 2014년 6월 25일 ~ 2014년 9월 4일," 수요일, 목요일 밤 10시 ~ 11시 15분", 22부작," 시대극, 히어로", KBS 2TV,2014-06-25 00:00:00
남자의향기, 2003년 5월 14일 ~ 2003년 7월 10일," 매주 수,목 밤 9시 55분", 18부작, 텔레비전 드라마, MBC TV,2003-05-14 00:00:00
해운대연인들, 2012년 8월 6일 ~ 2012년 9월 25일," 월요일, 화요일 밤 9시 55분 ~ 11시 5분", 16부작, 텔레비전 드라마 드라마 드라마, KBS 제2TV,2012-08-06 00:00:00
유혹, 2014년 7월 14일 ~ 2014년 9월 16일," 월요일, 화요일 밤 10시", 20부작," 멜로, 드라마, 에로", SBS,2014-07-14 00:00:00
초원의빛, 1997년 3월 3일 ~ 1997년 11월 1일, 월요일 ~ 토요일 오전 8시 10분 ~ 8시 30분, , 드라마, KBS 1TV,1997-03-03 00:00:00
란제리소녀시대, 2017년 9월 11일 ~ 2017년 10월 3일," 매주 월요일, 화요일 밤 10시 ~ 11시 10분", 8부작," 로맨스, 청춘 드라마음악 드라마음악", KBS 2TV,2017-09-11 00:00:00
행복을주는사람, 2016년 11월 21일 ~ 2017년 5월 12일, 평일 저녁 7:15 ~ 7:55, 118부작, 드라마, 문화방송,2016-11-21 00:00:00
신화, 2001년 9월 26일 ~ 2001년 11월 15일, 수요일 ~ 목요일 밤 (시간) 9시 55분 ~ 11시 5분, 16부작, 드라마, SBS,2001-09-26 00:00:00
친구야친구, 1982년 6월 28일 ~ 1982년 10월 15일, 월~금 오후 8시 30분 ~ 9시, , 드라마, MBC,1982-06-28 00:00:00
4월의키스, 2004년 4월 21일 ~ 2004년 7월 8일," 매주 수,목 밤 9시 55분", 24부작," 멜로, 로맨스", KBS 2TV,2004-04-21 00:00:00
빛과그림자, 1985년 1월 12일, 저녁 6시 ~ 저녁 8시, 2부작, , MBC,1985-01-12 00:00:00
싸인, 2011년 1월 5일 ~ 2011년 3월 10일," 수요일, 목요일 오후 9시 55분", 20부작," 법의학, 수사물", SBS TV,2011-01-05 00:00:00
파문, 1989년 6월 7일 ~ 9월 13일, 수·목요일 오후 9시 50분, 28부작," 드라마, 사극", 문화방송,1989-06-07 00:00:00
전설의고향-1996년, , , 24부작, 텔레비전 드라마, KBS 2TV,unknown
화이트크리스마스, 1997년 12월 17일 ~ 1998년 1월 8일, 매주 수 · 목요일 밤 9시 50분, 8부작, 로맨틱 멜로, SBS,1997-12-17 00:00:00
아버지와아들, 1983년 10월 29일 ~ 1984년 5월 6일," 매주 토 · 일요일 저녁 7시 10분 ~ 8시 →
매주 토 · 일요일 밤 8시 10분 ~ 9시", 52부작, 텔레비전 드라마, 문화방송,1983-10-29 00:00:00
닥터이방인, 2014년 5월 5일 ~ 2014년 7월 8일," 월요일, 화요일 밤 10시", 20부작, 메디컬 첩보 멜로 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, SBS,2014-05-05 00:00:00
킬리만자로의표범, 1998년 6월 8일 ~ 1998년 6월 30일," 월요일, 화요일 저녁 저녁 6시 8분 ~ 7시 10분 → 월요일, 화요일 밤 (시간) 9시 50분 ~ 11시", 8부작, 드라마, 한국방송공사,1998-06-08 00:00:00
스타일, 2009년 8월 1일 ~ 2009년 9월 20일," 토요일, 일요일 밤 (시간) 10시 ~ 11시 20분", 16부작, 텔레비전 드라마, SBS,2009-08-01 00:00:00
첫사랑, 1986년 1월 15일 ~ 1986년 8월 14일, 매주 수·목요일 저녁 9시 45분, 57부작, 텔레비전 드라마, 문화방송,1986-01-15 00:00:00
미스티, 2018년 2월 2일 ~ 2018년 3월 24일," 매주 금요일, 토요일 밤 (시간) 11시", 16부작," 멜로, 미스터리, 서스펜스", JTBC,2018-02-02 00:00:00
빙의, 2019년 3월 6일 ~ 2019년 4월 25일," 매주 수요일, 목요일 밤 11시", 16부작, 텔레비전 드라마, OCN (방송),2019-03-06 00:00:00
사랑을할꺼야, 2004년 6월 12일 ~ 2004년 9월 19일," 토요일, 일요일 저녁 7시 55분 ~ 8시 55분", 27부작, 텔레비전 드라마, 문화방송,2004-06-12 00:00:00
